Gene	Cell_Type
Adamts17	Fibroblasts_Deep_back_muscle2
Add3	Fibroblasts_Deep_back_muscle2
Adh1	Fibroblasts_Deep_back_muscle2
Aebp1	Fibroblasts_Deep_back_muscle2
Airn	Fibroblasts_Deep_back_muscle2
Alcam	Fibroblasts_Deep_back_muscle2
Amot	Fibroblasts_Deep_back_muscle2
Angptl1	Fibroblasts_Deep_back_muscle2
Arhgap20	Fibroblasts_Deep_back_muscle2
Asb4	Fibroblasts_Deep_back_muscle2
AW551984	Fibroblasts_Deep_back_muscle2
Bnc2	Fibroblasts_Deep_back_muscle2
Bnip3	Fibroblasts_Deep_back_muscle2
C1qtnf3	Fibroblasts_Deep_back_muscle2
Cald1	Fibroblasts_Deep_back_muscle2
Calml4	Fibroblasts_Deep_back_muscle2
Camk2d	Fibroblasts_Deep_back_muscle2
Capn6	Fibroblasts_Deep_back_muscle2
Cd44	Fibroblasts_Deep_back_muscle2
Cdh2	Fibroblasts_Deep_back_muscle2
Cdkn1c	Fibroblasts_Deep_back_muscle2
Clmp	Fibroblasts_Deep_back_muscle2
Col11a1	Fibroblasts_Deep_back_muscle2
Col13a1	Fibroblasts_Deep_back_muscle2
Col1a1	Fibroblasts_Deep_back_muscle2
Col25a1	Fibroblasts_Deep_back_muscle2
Col5a2	Fibroblasts_Deep_back_muscle2
Col8a2	Fibroblasts_Deep_back_muscle2
Corin	Fibroblasts_Deep_back_muscle2
Crabp2	Fibroblasts_Deep_back_muscle2
Creb3l2	Fibroblasts_Deep_back_muscle2
Creb5	Fibroblasts_Deep_back_muscle2
Cthrc1	Fibroblasts_Deep_back_muscle2
Cxxc4	Fibroblasts_Deep_back_muscle2
Dab2	Fibroblasts_Deep_back_muscle2
Ddit4	Fibroblasts_Deep_back_muscle2
Ebf2	Fibroblasts_Deep_back_muscle2
Ebf3	Fibroblasts_Deep_back_muscle2
Eef1a1	Fibroblasts_Deep_back_muscle2
Efemp1	Fibroblasts_Deep_back_muscle2
Efnb1	Fibroblasts_Deep_back_muscle2
Egfl6	Fibroblasts_Deep_back_muscle2
Epha4	Fibroblasts_Deep_back_muscle2
Epha7	Fibroblasts_Deep_back_muscle2
Fbln2	Fibroblasts_Deep_back_muscle2
Fbn2	Fibroblasts_Deep_back_muscle2
Fgf18	Fibroblasts_Deep_back_muscle2
Fibin	Fibroblasts_Deep_back_muscle2
Fn1	Fibroblasts_Deep_back_muscle2
Fras1	Fibroblasts_Deep_back_muscle2
Fstl1	Fibroblasts_Deep_back_muscle2
Fxyd6	Fibroblasts_Deep_back_muscle2
Fxyd7	Fibroblasts_Deep_back_muscle2
Gas2	Fibroblasts_Deep_back_muscle2
Gata6	Fibroblasts_Deep_back_muscle2
Gfra3	Fibroblasts_Deep_back_muscle2
Gpc3	Fibroblasts_Deep_back_muscle2
Grb10	Fibroblasts_Deep_back_muscle2
H19	Fibroblasts_Deep_back_muscle2
Higd1a	Fibroblasts_Deep_back_muscle2
Hist3h2ba	Fibroblasts_Deep_back_muscle2
Hoxc4	Fibroblasts_Deep_back_muscle2
Hoxc5	Fibroblasts_Deep_back_muscle2
Hs3st3a1	Fibroblasts_Deep_back_muscle2
Hs3st3b1	Fibroblasts_Deep_back_muscle2
Id2	Fibroblasts_Deep_back_muscle2
Ier5	Fibroblasts_Deep_back_muscle2
Igf1	Fibroblasts_Deep_back_muscle2
Igf2	Fibroblasts_Deep_back_muscle2
Igf2r	Fibroblasts_Deep_back_muscle2
Igfbp3	Fibroblasts_Deep_back_muscle2
Igfbp4	Fibroblasts_Deep_back_muscle2
Igfbp5	Fibroblasts_Deep_back_muscle2
Igfbp7	Fibroblasts_Deep_back_muscle2
Itgb5	Fibroblasts_Deep_back_muscle2
Itm2a	Fibroblasts_Deep_back_muscle2
Kcnn2	Fibroblasts_Deep_back_muscle2
Kcnq1ot1	Fibroblasts_Deep_back_muscle2
Kdm5b	Fibroblasts_Deep_back_muscle2
Kif26b	Fibroblasts_Deep_back_muscle2
Klf4	Fibroblasts_Deep_back_muscle2
Lamb1	Fibroblasts_Deep_back_muscle2
Ldhb	Fibroblasts_Deep_back_muscle2
Lhfpl2	Fibroblasts_Deep_back_muscle2
Loxl2	Fibroblasts_Deep_back_muscle2
Lrrc17	Fibroblasts_Deep_back_muscle2
Ltbp1	Fibroblasts_Deep_back_muscle2
Malat1	Fibroblasts_Deep_back_muscle2
Map1lc3a	Fibroblasts_Deep_back_muscle2
Marcks	Fibroblasts_Deep_back_muscle2
Mdfi	Fibroblasts_Deep_back_muscle2
Meg3	Fibroblasts_Deep_back_muscle2
Meox1	Fibroblasts_Deep_back_muscle2
Meox2	Fibroblasts_Deep_back_muscle2
Mex3b	Fibroblasts_Deep_back_muscle2
Mfap4	Fibroblasts_Deep_back_muscle2
Mgp	Fibroblasts_Deep_back_muscle2
Mn1	Fibroblasts_Deep_back_muscle2
Myl9	Fibroblasts_Deep_back_muscle2
Nfib	Fibroblasts_Deep_back_muscle2
Nid2	Fibroblasts_Deep_back_muscle2
Nr2f1	Fibroblasts_Deep_back_muscle2
Nrp2	Fibroblasts_Deep_back_muscle2
Nxnl2	Fibroblasts_Deep_back_muscle2
Ogn	Fibroblasts_Deep_back_muscle2
Otor	Fibroblasts_Deep_back_muscle2
P4ha3	Fibroblasts_Deep_back_muscle2
Palld	Fibroblasts_Deep_back_muscle2
Pamr1	Fibroblasts_Deep_back_muscle2
Pappa	Fibroblasts_Deep_back_muscle2
Pbx3	Fibroblasts_Deep_back_muscle2
Pcsk5	Fibroblasts_Deep_back_muscle2
Pdlim7	Fibroblasts_Deep_back_muscle2
Peg10	Fibroblasts_Deep_back_muscle2
Pid1	Fibroblasts_Deep_back_muscle2
Pitx2	Fibroblasts_Deep_back_muscle2
Pkdcc	Fibroblasts_Deep_back_muscle2
Plagl1	Fibroblasts_Deep_back_muscle2
Plk2	Fibroblasts_Deep_back_muscle2
Plpp3	Fibroblasts_Deep_back_muscle2
Pls3	Fibroblasts_Deep_back_muscle2
Plxdc2	Fibroblasts_Deep_back_muscle2
Postn	Fibroblasts_Deep_back_muscle2
Prrx1	Fibroblasts_Deep_back_muscle2
Prss35	Fibroblasts_Deep_back_muscle2
Ptn	Fibroblasts_Deep_back_muscle2
Ptprd	Fibroblasts_Deep_back_muscle2
Ptx3	Fibroblasts_Deep_back_muscle2
Rab40b	Fibroblasts_Deep_back_muscle2
Ralgps2	Fibroblasts_Deep_back_muscle2
Rgcc	Fibroblasts_Deep_back_muscle2
Robo1	Fibroblasts_Deep_back_muscle2
Rspo3	Fibroblasts_Deep_back_muscle2
Runx2	Fibroblasts_Deep_back_muscle2
S100a6	Fibroblasts_Deep_back_muscle2
Scube3	Fibroblasts_Deep_back_muscle2
Scx	Fibroblasts_Deep_back_muscle2
Selm	Fibroblasts_Deep_back_muscle2
Sept6	Fibroblasts_Deep_back_muscle2
Serpinf1	Fibroblasts_Deep_back_muscle2
Sertad4	Fibroblasts_Deep_back_muscle2
Sesn3	Fibroblasts_Deep_back_muscle2
Sfrp1	Fibroblasts_Deep_back_muscle2
Sfrp2	Fibroblasts_Deep_back_muscle2
Shisa4	Fibroblasts_Deep_back_muscle2
Six2	Fibroblasts_Deep_back_muscle2
Smarca2	Fibroblasts_Deep_back_muscle2
Socs2	Fibroblasts_Deep_back_muscle2
Sox11	Fibroblasts_Deep_back_muscle2
Sox4	Fibroblasts_Deep_back_muscle2
Stox2	Fibroblasts_Deep_back_muscle2
Sulf2	Fibroblasts_Deep_back_muscle2
Svil	Fibroblasts_Deep_back_muscle2
Tagln	Fibroblasts_Deep_back_muscle2
Tagln3	Fibroblasts_Deep_back_muscle2
Tbx5	Fibroblasts_Deep_back_muscle2
Tceal6	Fibroblasts_Deep_back_muscle2
Tcf7l2	Fibroblasts_Deep_back_muscle2
Tenm4	Fibroblasts_Deep_back_muscle2
Tgfb2	Fibroblasts_Deep_back_muscle2
Tgfb3	Fibroblasts_Deep_back_muscle2
Tgfbi	Fibroblasts_Deep_back_muscle2
Timp2	Fibroblasts_Deep_back_muscle2
Timp3	Fibroblasts_Deep_back_muscle2
Tmem26	Fibroblasts_Deep_back_muscle2
Tmsb4x	Fibroblasts_Deep_back_muscle2
Tnc	Fibroblasts_Deep_back_muscle2
Tnmd	Fibroblasts_Deep_back_muscle2
Tns3	Fibroblasts_Deep_back_muscle2
Tox	Fibroblasts_Deep_back_muscle2
Tpm1	Fibroblasts_Deep_back_muscle2
Tshz2	Fibroblasts_Deep_back_muscle2
Txnrd1	Fibroblasts_Deep_back_muscle2
Uba52	Fibroblasts_Deep_back_muscle2
Uchl1	Fibroblasts_Deep_back_muscle2
Veph1	Fibroblasts_Deep_back_muscle2
Wasf1	Fibroblasts_Deep_back_muscle2
Xist	Fibroblasts_Deep_back_muscle2
Xrcc5	Fibroblasts_Deep_back_muscle2
Zcchc12	Fibroblasts_Deep_back_muscle2
Zcchc5	Fibroblasts_Deep_back_muscle2
Zfhx3	Fibroblasts_Deep_back_muscle2
Zfhx4	Fibroblasts_Deep_back_muscle2
Zfp462	Fibroblasts_Deep_back_muscle2
Zfp503	Fibroblasts_Deep_back_muscle2
2700069I18Rik	Fibroblasts_Deep_back_muscle3
3632451O06Rik	Fibroblasts_Deep_back_muscle3
6330403K07Rik	Fibroblasts_Deep_back_muscle3
Adgrl1	Fibroblasts_Deep_back_muscle3
Aff3	Fibroblasts_Deep_back_muscle3
Ahnak2	Fibroblasts_Deep_back_muscle3
Airn	Fibroblasts_Deep_back_muscle3
Alcam	Fibroblasts_Deep_back_muscle3
Alx4	Fibroblasts_Deep_back_muscle3
Amot	Fibroblasts_Deep_back_muscle3
Amotl1	Fibroblasts_Deep_back_muscle3
Angptl1	Fibroblasts_Deep_back_muscle3
App	Fibroblasts_Deep_back_muscle3
Arhgap20	Fibroblasts_Deep_back_muscle3
Atp6v1f	Fibroblasts_Deep_back_muscle3
Axl	Fibroblasts_Deep_back_muscle3
AY036118	Fibroblasts_Deep_back_muscle3
Bbx	Fibroblasts_Deep_back_muscle3
Bicc1	Fibroblasts_Deep_back_muscle3
Bloc1s1	Fibroblasts_Deep_back_muscle3
Bmp4	Fibroblasts_Deep_back_muscle3
Boc	Fibroblasts_Deep_back_muscle3
C1qtnf3	Fibroblasts_Deep_back_muscle3
C1qtnf4	Fibroblasts_Deep_back_muscle3
Cald1	Fibroblasts_Deep_back_muscle3
Camk2d	Fibroblasts_Deep_back_muscle3
Ccni	Fibroblasts_Deep_back_muscle3
Cdh2	Fibroblasts_Deep_back_muscle3
Cdh4	Fibroblasts_Deep_back_muscle3
Chd4	Fibroblasts_Deep_back_muscle3
Cited2	Fibroblasts_Deep_back_muscle3
Col11a1	Fibroblasts_Deep_back_muscle3
Col16a1	Fibroblasts_Deep_back_muscle3
Col25a1	Fibroblasts_Deep_back_muscle3
Col2a1	Fibroblasts_Deep_back_muscle3
Col5a2	Fibroblasts_Deep_back_muscle3
Col8a2	Fibroblasts_Deep_back_muscle3
Col9a2	Fibroblasts_Deep_back_muscle3
Cox6b2	Fibroblasts_Deep_back_muscle3
Cox7a2l	Fibroblasts_Deep_back_muscle3
Creb3l2	Fibroblasts_Deep_back_muscle3
Crispld2	Fibroblasts_Deep_back_muscle3
Cthrc1	Fibroblasts_Deep_back_muscle3
Cux1	Fibroblasts_Deep_back_muscle3
Dab1	Fibroblasts_Deep_back_muscle3
Dact1	Fibroblasts_Deep_back_muscle3
Dclk1	Fibroblasts_Deep_back_muscle3
Dkk2	Fibroblasts_Deep_back_muscle3
Dtx3	Fibroblasts_Deep_back_muscle3
Ebf1	Fibroblasts_Deep_back_muscle3
Ebf2	Fibroblasts_Deep_back_muscle3
Ebf3	Fibroblasts_Deep_back_muscle3
Eef1a1	Fibroblasts_Deep_back_muscle3
Eef2	Fibroblasts_Deep_back_muscle3
Efna3	Fibroblasts_Deep_back_muscle3
Efna5	Fibroblasts_Deep_back_muscle3
Egfl6	Fibroblasts_Deep_back_muscle3
Eif3e	Fibroblasts_Deep_back_muscle3
Eif3f	Fibroblasts_Deep_back_muscle3
Eif3h	Fibroblasts_Deep_back_muscle3
Eif4b	Fibroblasts_Deep_back_muscle3
Emilin1	Fibroblasts_Deep_back_muscle3
Epha3	Fibroblasts_Deep_back_muscle3
Epha7	Fibroblasts_Deep_back_muscle3
Ephb1	Fibroblasts_Deep_back_muscle3
Fam19a1	Fibroblasts_Deep_back_muscle3
Fau	Fibroblasts_Deep_back_muscle3
Fbln2	Fibroblasts_Deep_back_muscle3
Fibin	Fibroblasts_Deep_back_muscle3
Foxp4	Fibroblasts_Deep_back_muscle3
Fxyd1	Fibroblasts_Deep_back_muscle3
Fxyd6	Fibroblasts_Deep_back_muscle3
Fxyd7	Fibroblasts_Deep_back_muscle3
Gadd45b	Fibroblasts_Deep_back_muscle3
Gas2	Fibroblasts_Deep_back_muscle3
Gdf10	Fibroblasts_Deep_back_muscle3
Gja1	Fibroblasts_Deep_back_muscle3
Gli3	Fibroblasts_Deep_back_muscle3
Gltscr2	Fibroblasts_Deep_back_muscle3
Gm10020	Fibroblasts_Deep_back_muscle3
Gm10036	Fibroblasts_Deep_back_muscle3
Gm10073	Fibroblasts_Deep_back_muscle3
Gm10076	Fibroblasts_Deep_back_muscle3
Gm11808	Fibroblasts_Deep_back_muscle3
Gm15050	Fibroblasts_Deep_back_muscle3
Gm26917	Fibroblasts_Deep_back_muscle3
Gm42418	Fibroblasts_Deep_back_muscle3
Gm6133	Fibroblasts_Deep_back_muscle3
Gm8186	Fibroblasts_Deep_back_muscle3
Gm9493	Fibroblasts_Deep_back_muscle3
Gm9843	Fibroblasts_Deep_back_muscle3
Gpc3	Fibroblasts_Deep_back_muscle3
Gpc6	Fibroblasts_Deep_back_muscle3
Gpm6b	Fibroblasts_Deep_back_muscle3
Gpx3	Fibroblasts_Deep_back_muscle3
Grb10	Fibroblasts_Deep_back_muscle3
Grcc10	Fibroblasts_Deep_back_muscle3
Gria3	Fibroblasts_Deep_back_muscle3
Gsta4	Fibroblasts_Deep_back_muscle3
Gstm5	Fibroblasts_Deep_back_muscle3
Guf1	Fibroblasts_Deep_back_muscle3
H19	Fibroblasts_Deep_back_muscle3
H3f3b	Fibroblasts_Deep_back_muscle3
Hist3h2a	Fibroblasts_Deep_back_muscle3
Hist3h2ba	Fibroblasts_Deep_back_muscle3
Hotairm1	Fibroblasts_Deep_back_muscle3
Hoxa2	Fibroblasts_Deep_back_muscle3
Hoxa3	Fibroblasts_Deep_back_muscle3
Hoxa5	Fibroblasts_Deep_back_muscle3
Hoxb2	Fibroblasts_Deep_back_muscle3
Hoxb3	Fibroblasts_Deep_back_muscle3
Hoxb4	Fibroblasts_Deep_back_muscle3
Hoxb5os	Fibroblasts_Deep_back_muscle3
Hoxc4	Fibroblasts_Deep_back_muscle3
Hoxc8	Fibroblasts_Deep_back_muscle3
Hoxd4	Fibroblasts_Deep_back_muscle3
Hspb1	Fibroblasts_Deep_back_muscle3
Id2	Fibroblasts_Deep_back_muscle3
Id3	Fibroblasts_Deep_back_muscle3
Ier5	Fibroblasts_Deep_back_muscle3
Igbp1	Fibroblasts_Deep_back_muscle3
Igf1	Fibroblasts_Deep_back_muscle3
Igfbp5	Fibroblasts_Deep_back_muscle3
Igsf3	Fibroblasts_Deep_back_muscle3
Iqgap2	Fibroblasts_Deep_back_muscle3
Irf2bpl	Fibroblasts_Deep_back_muscle3
Islr	Fibroblasts_Deep_back_muscle3
Itgb5	Fibroblasts_Deep_back_muscle3
Jund	Fibroblasts_Deep_back_muscle3
Kcne1l	Fibroblasts_Deep_back_muscle3
Kcnq1ot1	Fibroblasts_Deep_back_muscle3
Kctd12	Fibroblasts_Deep_back_muscle3
Kdm5b	Fibroblasts_Deep_back_muscle3
Klhdc10	Fibroblasts_Deep_back_muscle3
Lancl1	Fibroblasts_Deep_back_muscle3
Lars2	Fibroblasts_Deep_back_muscle3
Ldhb	Fibroblasts_Deep_back_muscle3
Lhfpl2	Fibroblasts_Deep_back_muscle3
Limch1	Fibroblasts_Deep_back_muscle3
Lor	Fibroblasts_Deep_back_muscle3
Luc7l2	Fibroblasts_Deep_back_muscle3
Mab21l2	Fibroblasts_Deep_back_muscle3
Mageh1	Fibroblasts_Deep_back_muscle3
Malat1	Fibroblasts_Deep_back_muscle3
Mcc	Fibroblasts_Deep_back_muscle3
Mdfi	Fibroblasts_Deep_back_muscle3
Mdk	Fibroblasts_Deep_back_muscle3
Megf6	Fibroblasts_Deep_back_muscle3
Meis1	Fibroblasts_Deep_back_muscle3
Meox1	Fibroblasts_Deep_back_muscle3
Meox2	Fibroblasts_Deep_back_muscle3
Mest	Fibroblasts_Deep_back_muscle3
Mex3b	Fibroblasts_Deep_back_muscle3
Mfap4	Fibroblasts_Deep_back_muscle3
Mgp	Fibroblasts_Deep_back_muscle3
Mn1	Fibroblasts_Deep_back_muscle3
Mpped2	Fibroblasts_Deep_back_muscle3
Ndufa6	Fibroblasts_Deep_back_muscle3
Negr1	Fibroblasts_Deep_back_muscle3
Nfib	Fibroblasts_Deep_back_muscle3
Nhs	Fibroblasts_Deep_back_muscle3
Nme2	Fibroblasts_Deep_back_muscle3
Nr2f1	Fibroblasts_Deep_back_muscle3
Nrp2	Fibroblasts_Deep_back_muscle3
Nrxn1	Fibroblasts_Deep_back_muscle3
Nsa2	Fibroblasts_Deep_back_muscle3
Ogt	Fibroblasts_Deep_back_muscle3
Otor	Fibroblasts_Deep_back_muscle3
P3h3	Fibroblasts_Deep_back_muscle3
P4ha3	Fibroblasts_Deep_back_muscle3
Palld	Fibroblasts_Deep_back_muscle3
Pard3	Fibroblasts_Deep_back_muscle3
Pbx1	Fibroblasts_Deep_back_muscle3
Pcdh19	Fibroblasts_Deep_back_muscle3
Peg10	Fibroblasts_Deep_back_muscle3
Pitx2	Fibroblasts_Deep_back_muscle3
Pkdcc	Fibroblasts_Deep_back_muscle3
Plk2	Fibroblasts_Deep_back_muscle3
Plxna2	Fibroblasts_Deep_back_muscle3
Pnisr	Fibroblasts_Deep_back_muscle3
Postn	Fibroblasts_Deep_back_muscle3
Pou2f1	Fibroblasts_Deep_back_muscle3
Prss35	Fibroblasts_Deep_back_muscle3
Ptchd4	Fibroblasts_Deep_back_muscle3
Ptgfrn	Fibroblasts_Deep_back_muscle3
Ptn	Fibroblasts_Deep_back_muscle3
Ptprd	Fibroblasts_Deep_back_muscle3
Rai14	Fibroblasts_Deep_back_muscle3
Rasl11b	Fibroblasts_Deep_back_muscle3
Rgs2	Fibroblasts_Deep_back_muscle3
Rgs3	Fibroblasts_Deep_back_muscle3
Rin2	Fibroblasts_Deep_back_muscle3
Robo1	Fibroblasts_Deep_back_muscle3
Runx2	Fibroblasts_Deep_back_muscle3
Scx	Fibroblasts_Deep_back_muscle3
Sdk2	Fibroblasts_Deep_back_muscle3
Selm	Fibroblasts_Deep_back_muscle3
Sema3a	Fibroblasts_Deep_back_muscle3
Sept6	Fibroblasts_Deep_back_muscle3
Serf1	Fibroblasts_Deep_back_muscle3
Serinc2	Fibroblasts_Deep_back_muscle3
Serpine2	Fibroblasts_Deep_back_muscle3
Serpinf1	Fibroblasts_Deep_back_muscle3
Sesn3	Fibroblasts_Deep_back_muscle3
Sfrp1	Fibroblasts_Deep_back_muscle3
Sfrp2	Fibroblasts_Deep_back_muscle3
Shc1	Fibroblasts_Deep_back_muscle3
Shisa2	Fibroblasts_Deep_back_muscle3
Six1	Fibroblasts_Deep_back_muscle3
Slc1a3	Fibroblasts_Deep_back_muscle3
Smarca2	Fibroblasts_Deep_back_muscle3
Snrpg	Fibroblasts_Deep_back_muscle3
Sox11	Fibroblasts_Deep_back_muscle3
Sox6	Fibroblasts_Deep_back_muscle3
Sox9	Fibroblasts_Deep_back_muscle3
Ssbp2	Fibroblasts_Deep_back_muscle3
Ssbp3	Fibroblasts_Deep_back_muscle3
Sulf2	Fibroblasts_Deep_back_muscle3
Svil	Fibroblasts_Deep_back_muscle3
Tcea3	Fibroblasts_Deep_back_muscle3
Tcf7l2	Fibroblasts_Deep_back_muscle3
Tgfb2	Fibroblasts_Deep_back_muscle3
Tgfbi	Fibroblasts_Deep_back_muscle3
Timp3	Fibroblasts_Deep_back_muscle3
Tmem119	Fibroblasts_Deep_back_muscle3
Tmem176b	Fibroblasts_Deep_back_muscle3
Tnmd	Fibroblasts_Deep_back_muscle3
Tnrc6c	Fibroblasts_Deep_back_muscle3
Tns3	Fibroblasts_Deep_back_muscle3
Tpt1	Fibroblasts_Deep_back_muscle3
Tshz1	Fibroblasts_Deep_back_muscle3
Tshz2	Fibroblasts_Deep_back_muscle3
Tspan6	Fibroblasts_Deep_back_muscle3
Txnip	Fibroblasts_Deep_back_muscle3
Uba52	Fibroblasts_Deep_back_muscle3
Uchl1	Fibroblasts_Deep_back_muscle3
Use1	Fibroblasts_Deep_back_muscle3
Wdr89	Fibroblasts_Deep_back_muscle3
Xist	Fibroblasts_Deep_back_muscle3
Ypel3	Fibroblasts_Deep_back_muscle3
Zbtb20	Fibroblasts_Deep_back_muscle3
Zcchc11	Fibroblasts_Deep_back_muscle3
Zfhx3	Fibroblasts_Deep_back_muscle3
Zfhx4	Fibroblasts_Deep_back_muscle3
Zfos1	Fibroblasts_Deep_back_muscle3
Zfp503	Fibroblasts_Deep_back_muscle3
Zfp703	Fibroblasts_Deep_back_muscle3
Zic1	Fibroblasts_Deep_back_muscle3
Zic4	Fibroblasts_Deep_back_muscle3
Zmiz1	Fibroblasts_Deep_back_muscle3
1110032A03Rik	Fibroblasts_Early_Dermal_Condensate
1500009L16Rik	Fibroblasts_Early_Dermal_Condensate
2010111I01Rik	Fibroblasts_Early_Dermal_Condensate
2700046A07Rik	Fibroblasts_Early_Dermal_Condensate
2900026A02Rik	Fibroblasts_Early_Dermal_Condensate
a	Fibroblasts_Early_Dermal_Condensate
Acin1	Fibroblasts_Early_Dermal_Condensate
Aco2	Fibroblasts_Early_Dermal_Condensate
Adrbk2	Fibroblasts_Early_Dermal_Condensate
Ahsa2	Fibroblasts_Early_Dermal_Condensate
Akirin2	Fibroblasts_Early_Dermal_Condensate
Aldh2	Fibroblasts_Early_Dermal_Condensate
Ammecr1	Fibroblasts_Early_Dermal_Condensate
Ankrd44	Fibroblasts_Early_Dermal_Condensate
Anxa5	Fibroblasts_Early_Dermal_Condensate
Ap4m1	Fibroblasts_Early_Dermal_Condensate
Apela	Fibroblasts_Early_Dermal_Condensate
Aplp1	Fibroblasts_Early_Dermal_Condensate
Aplp2	Fibroblasts_Early_Dermal_Condensate
Aqp1	Fibroblasts_Early_Dermal_Condensate
Arap1	Fibroblasts_Early_Dermal_Condensate
Arhgap15	Fibroblasts_Early_Dermal_Condensate
Arid4b	Fibroblasts_Early_Dermal_Condensate
Arl4c	Fibroblasts_Early_Dermal_Condensate
Asap1	Fibroblasts_Early_Dermal_Condensate
Ass1	Fibroblasts_Early_Dermal_Condensate
Atp5b	Fibroblasts_Early_Dermal_Condensate
Atp6v1e1	Fibroblasts_Early_Dermal_Condensate
B4galnt1	Fibroblasts_Early_Dermal_Condensate
Baz1a	Fibroblasts_Early_Dermal_Condensate
BC005561	Fibroblasts_Early_Dermal_Condensate
Bcl11b	Fibroblasts_Early_Dermal_Condensate
Bgn	Fibroblasts_Early_Dermal_Condensate
Bmp4	Fibroblasts_Early_Dermal_Condensate
Bmp7	Fibroblasts_Early_Dermal_Condensate
Bok	Fibroblasts_Early_Dermal_Condensate
Brd7	Fibroblasts_Early_Dermal_Condensate
Btg1	Fibroblasts_Early_Dermal_Condensate
C1qtnf2	Fibroblasts_Early_Dermal_Condensate
Cacna1g	Fibroblasts_Early_Dermal_Condensate
Capg	Fibroblasts_Early_Dermal_Condensate
Car11	Fibroblasts_Early_Dermal_Condensate
Cbfa2t3	Fibroblasts_Early_Dermal_Condensate
Cblb	Fibroblasts_Early_Dermal_Condensate
Cbr3	Fibroblasts_Early_Dermal_Condensate
Ccdc109b	Fibroblasts_Early_Dermal_Condensate
Ccdc12	Fibroblasts_Early_Dermal_Condensate
Ccnd1	Fibroblasts_Early_Dermal_Condensate
Ccnd2	Fibroblasts_Early_Dermal_Condensate
Ccnl1	Fibroblasts_Early_Dermal_Condensate
Cd24a	Fibroblasts_Early_Dermal_Condensate
Cdh11	Fibroblasts_Early_Dermal_Condensate
Cdkn1a	Fibroblasts_Early_Dermal_Condensate
Chd7	Fibroblasts_Early_Dermal_Condensate
Ckb	Fibroblasts_Early_Dermal_Condensate
Col23a1	Fibroblasts_Early_Dermal_Condensate
Col4a1	Fibroblasts_Early_Dermal_Condensate
Col4a2	Fibroblasts_Early_Dermal_Condensate
Col6a1	Fibroblasts_Early_Dermal_Condensate
Col6a2	Fibroblasts_Early_Dermal_Condensate
Col6a3	Fibroblasts_Early_Dermal_Condensate
Col7a1	Fibroblasts_Early_Dermal_Condensate
Cox7a2l	Fibroblasts_Early_Dermal_Condensate
Cpne5	Fibroblasts_Early_Dermal_Condensate
Cpne8	Fibroblasts_Early_Dermal_Condensate
Crabp1	Fibroblasts_Early_Dermal_Condensate
Crip1	Fibroblasts_Early_Dermal_Condensate
Csnk1e	Fibroblasts_Early_Dermal_Condensate
Csrp1	Fibroblasts_Early_Dermal_Condensate
Ctsh	Fibroblasts_Early_Dermal_Condensate
Cux1	Fibroblasts_Early_Dermal_Condensate
Cyp26b1	Fibroblasts_Early_Dermal_Condensate
Cyth2	Fibroblasts_Early_Dermal_Condensate
Dclk1	Fibroblasts_Early_Dermal_Condensate
Ddx39b	Fibroblasts_Early_Dermal_Condensate
Ddx5	Fibroblasts_Early_Dermal_Condensate
Dera	Fibroblasts_Early_Dermal_Condensate
Dixdc1	Fibroblasts_Early_Dermal_Condensate
Dock10	Fibroblasts_Early_Dermal_Condensate
Dpysl3	Fibroblasts_Early_Dermal_Condensate
Dusp6	Fibroblasts_Early_Dermal_Condensate
Eci2	Fibroblasts_Early_Dermal_Condensate
Edn3	Fibroblasts_Early_Dermal_Condensate
Eef1a1	Fibroblasts_Early_Dermal_Condensate
Eef2	Fibroblasts_Early_Dermal_Condensate
Egfl6	Fibroblasts_Early_Dermal_Condensate
Ehd4	Fibroblasts_Early_Dermal_Condensate
Eif3f	Fibroblasts_Early_Dermal_Condensate
Eif3h	Fibroblasts_Early_Dermal_Condensate
Eif4a1	Fibroblasts_Early_Dermal_Condensate
Eif5	Fibroblasts_Early_Dermal_Condensate
Eln	Fibroblasts_Early_Dermal_Condensate
Elovl6	Fibroblasts_Early_Dermal_Condensate
Emp2	Fibroblasts_Early_Dermal_Condensate
Emp3	Fibroblasts_Early_Dermal_Condensate
Enpp2	Fibroblasts_Early_Dermal_Condensate
Etv4	Fibroblasts_Early_Dermal_Condensate
Fam107b	Fibroblasts_Early_Dermal_Condensate
Fam181b	Fibroblasts_Early_Dermal_Condensate
Fam19a1	Fibroblasts_Early_Dermal_Condensate
Fbln1	Fibroblasts_Early_Dermal_Condensate
Fgf10	Fibroblasts_Early_Dermal_Condensate
Fgf3	Fibroblasts_Early_Dermal_Condensate
Fgfr1	Fibroblasts_Early_Dermal_Condensate
Figf	Fibroblasts_Early_Dermal_Condensate
Foxd1	Fibroblasts_Early_Dermal_Condensate
Frem1	Fibroblasts_Early_Dermal_Condensate
Frrs1l	Fibroblasts_Early_Dermal_Condensate
Fscn1	Fibroblasts_Early_Dermal_Condensate
Fst	Fibroblasts_Early_Dermal_Condensate
Fth1	Fibroblasts_Early_Dermal_Condensate
Fxyd7	Fibroblasts_Early_Dermal_Condensate
Gadd45a	Fibroblasts_Early_Dermal_Condensate
Gadd45g	Fibroblasts_Early_Dermal_Condensate
Gal	Fibroblasts_Early_Dermal_Condensate
Ggta1	Fibroblasts_Early_Dermal_Condensate
